metric,value_baseline,value_remote,improvement
avg_wait_time_min,36.02644665461121,27.019834990958408,9.006611663652805
median_wait_time_min,14.0,10.5,3.5
lwbs_rate,0.0142277691107644,0.0099594383775351,0.004268330733229301
avg_lov_min,298.607124217119,298.607124217119,0.0
boarding_mean_min,204.6640765092648,173.9644650328751,30.69961147638969
